usuario,contrasena,nombre,correo,paisOrigen,necesidadesEspecialesEducación,genero,estadoCivil,prestamo,beca,desplazado,totalCreditos
bkendrickc3,wke39c&Ixc,Bartolomeo Kendrick,bkendrickc3@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,4.0
wtwaitsc4,igu14N}w,Whitney Twaits,wtwaitsc4@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,6.0
strevarthenc5,pam446,Siward Trevarthen,strevarthenc5@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
gmariyushkinc6,xnj318,Gaylord Mariyushkin,gmariyushkinc6@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
aklimkiewichc7,inu78*`<9,Archibald Klimkiewich,aklimkiewichc7@edu.com,Portugal,No,Femenino,Casado,No,No,Si,2.0
jswalteridgec8,cgf3585%mi,Jozef Swalteridge,jswalteridgec8@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
agabbettc9,msc10}R,Abrahan Gabbett,agabbettc9@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
pkeenorca,bqo86W,Pietra Keenor,pkeenorca@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,2.0
pkirvincb,aqe20qW8L,Patrice Kirvin,pkirvincb@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
gginnanecc,bab71>,Gisele Ginnane,gginnanecc@edu.com,Portugal,No,Femenino,Soltero,No,No,No,6.0
cmolecd,"rxn04W@""1",Che Mole,cmolecd@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
gmccartce,kqy03O)U,Gunther McCart,gmccartce@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
pritchiecf,tuo47+,Pandora Ritchie,pritchiecf@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
cclemencecg,tcl46NG,Carmelle Clemence,cclemencecg@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mscamalch,knd76j',Merle Scamal,mscamalch@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
hcockshotci,xrp82o,Helaina Cockshot,hcockshotci@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ccarlilecj,zlz93k$4)~,Courtney Carlile,ccarlilecj@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jtaylorck,xsa424,Jdavie Taylor,jtaylorck@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
aduckfieldcl,ezq16s@i,Alberik Duckfield,aduckfieldcl@edu.com,Portugal,No,Femenino,Soltero,No,No,No,6.0
umillcm,qzj87HjHw,Umeko Mill,umillcm@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
fbarkesscn,"rrv13""A",Freeman Barkess,fbarkesscn@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
cpuckettco,jrq62L,Conrad Puckett,cpuckettco@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
achiverscp,rmv52_,Amara Chivers,achiverscp@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
wfonzocq,swi79V,Waiter Fonzo,wfonzocq@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
tgarmcr,buf23Jf(,Tomas Garm,tgarmcr@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
mchapelhowcs,xgs04{My,Marjie Chapelhow,mchapelhowcs@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
abrushneenct,ptz42,Adelaida Brushneen,abrushneenct@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
dcinnamondcu,acd66,Dixie Cinnamond,dcinnamondcu@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ghalpinecv,xac76z=,Gerty Halpine,ghalpinecv@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
kpysoncw,fkx87qu}P,Kathi Pyson,kpysoncw@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
smatejiccx,awd70sK,Sisely Matejic,smatejiccx@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
agellioncy,mpj68,Alden Gellion,agellioncy@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
csaltmancz,zpr74@>\`,Coreen Saltman,csaltmancz@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
fbackwelld0,fgi55,Ferd Backwell,fbackwelld0@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
vgoldend1,pgb96X9R0v,Vail Golden of Ireland,vgoldend1@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
calecockd2,kqz14r@\qi,Collie Alecock,calecockd2@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
sbeastalld3,htu08,Stacee Beastall,sbeastalld3@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
fpracyd4,gnv50f,Fitz Pracy,fpracyd4@edu.com,Portugal,No,Femenino,Soltero,No,No,No,18.0
csissensd5,zip01dN<5',Candace Sissens,csissensd5@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bdumbletond6,wyx78&,Berte Dumbleton,bdumbletond6@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ccookd7,qtz30IM$R`,Chandra Cook,ccookd7@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
jrowseld8,etf92z,Jasmin Rowsel,jrowseld8@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bgoodered9,quy644,Berkie Goodere,bgoodered9@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
ophilpinda,keu34,Onofredo Philpin,ophilpinda@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,6.0
bstocksdb,xol74vs,Birgit Stocks,bstocksdb@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
kjirsadc,zbg163&c,Kilian Jirsa,kjirsadc@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
ugunnerdd,rug98Au$BD,Ulrikaumeko Gunner,ugunnerdd@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
bnutbeemde,nbz35=,Bastien Nutbeem,bnutbeemde@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
djeannotdf,"bwu35q""",Dita Jeannot,djeannotdf@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
dmatveichevdg,ntd75&a|l,Dene Matveichev,dmatveichevdg@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
ghaddydh,crv23%i2N,Gardiner Haddy,ghaddydh@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
cmcgebenaydi,rrc52\,Celka McGebenay,cmcgebenaydi@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,15.0
tmcreynoldsdj,wry26y,Theadora McReynolds,tmcreynoldsdj@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
cdurbyndk,dfh63CS'+K,Caterina Durbyn,cdurbyndk@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
zmesantdl,vom73#z.Zw,Zulema Mesant,zmesantdl@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
rsquirrelldm,kly33,Ranice Squirrell,rsquirrelldm@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
mhaimesdn,sbp04hZ,Michale Haimes,mhaimesdn@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
nblowendo,dde29,Nigel Blowen,nblowendo@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
nkneaphseydp,jgg682,Nickie Kneaphsey,nkneaphseydp@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,3.0
vgrovedq,blh91,Vergil Grove,vgrovedq@edu.com,Portugal,Si,Femenino,Soltero,No,No,Si,3.0
ftomekdr,sgh67,Freddy Tomek,ftomekdr@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,0.0
mprettymands,izn73N,Myrta Prettyman,mprettymands@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
bbussendt,dat63ah>O,Brittney Bussen,bbussendt@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
hschreursdu,exi59FPxp,Holly-anne Schreurs,hschreursdu@edu.com,Portugal,No,Femenino,Soltero,No,No,No,9.0
neveleighdv,ipf47gm~k8,Nadine Eveleigh,neveleighdv@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
sdannelldw,zbj78pBz,Sophi Dannell,sdannelldw@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
yayresdx,evp87Q,Yoshiko Ayres,yayresdx@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
gganiforddy,jcr90T},Gisele Ganiford,gganiforddy@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
plohandz,wpv23sTNn8,Philbert Lohan,plohandz@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
jbuesnele0,qwo45@,Jock Buesnel,jbuesnele0@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
lbroome1,rah46Orm1#,Latia Broom,lbroome1@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
amuscate2,mvo12mYH@(,Aubry Muscat,amuscate2@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
lminicoe3,woc23a_KQ,Lidia Minico,lminicoe3@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mpellitte4,bbg23,Mike Pellitt,mpellitte4@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
jdaniellie5,php886,Jorey Danielli,jdaniellie5@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,3.0
ahardwaree6,gpq60~5,Alistair Hardware,ahardwaree6@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dgrishmanove7,wvn45DopC,Dickie Grishmanov,dgrishmanove7@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
smcmichelle8,ugh32,Sarajane McMichell,smcmichelle8@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
gmallinsone9,dkp44,Garwood Mallinson,gmallinsone9@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
gwoodworthea,ama03/,Garland Woodworth,gwoodworthea@edu.com,Portugal,No,Femenino,Casado,Si,No,No,0.0
bfelipeb,pin54m|a,Byrann felip,bfelipeb@edu.com,Portugal,No,Femenino,Casado,Si,No,No,0.0
bloyndonec,osb25r@fB,Brigid Loyndon,bloyndonec@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
glievesleyed,qii61,Gelya Lievesley,glievesleyed@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
lsorleyee,ekh20,Lani Sorley,lsorleyee@edu.com,Portugal,No,Femenino,Divorciado,No,No,No,3.0
emonteathef,jgu71D,Erda Monteath,emonteathef@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
rskeeneg,tur44_,Rafferty Skeen,rskeeneg@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
svileseh,jkc96.k,Stephine Viles,svileseh@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
fdillingerei,kns89,Florance Dillinger,fdillingerei@edu.com,Santo Tomé y Principe,No,Femenino,Soltero,No,No,Si,3.0
rseckerej,ssr12)$eBt,Reinaldo Secker,rseckerej@edu.com,Ucrania,No,Femenino,Soltero,No,Si,Si,0.0
rembureyek,sct79NE,Rose Emburey,rembureyek@edu.com,Ucrania,No,Femenino,Soltero,No,No,Si,0.0
hmccahillel,vdu17II,Halley McCahill,hmccahillel@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
mminorsem,itn14,Mauricio Minors,mminorsem@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
mshevlanen,izr96}.U,Moishe Shevlan,mshevlanen@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
tpanketheo,hgm73#'zG,Tonnie Panketh,tpanketheo@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
tsiggep,jbw90UgVm&,Timmy Sigg,tsiggep@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
mclearieeq,jly02.,Mathilde Clearie,mclearieeq@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
lcleyneer,fqs965/+,Livia Cleyne,lcleyneer@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
tcrowdyes,avj54+iz,Teodorico Crowdy,tcrowdyes@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,5.0
lkarpeevet,qsn16,Linc Karpeev,lkarpeevet@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
cswitsureu,wfa65,Cherey Switsur,cswitsureu@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
crussev,fgj05F,Clemens Russ,crussev@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
msigwardew,qug150B%0,Morna Sigward,msigwardew@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
gdeex,fam24u{!J,Gabriel De Lisle,gdeex@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
tkikkeey,knb612~D,Trixi Kikke,tkikkeey@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
sferrucciez,jek26eZjgZ,Salvatore Ferrucci,sferrucciez@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,9.0
kcaudellf0,bwl83U}7qs,Karol Caudell,kcaudellf0@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
fblakelockf1,rmo64`/uF,Feliks Blakelock,fblakelockf1@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
mdobellf2,qhy13num4>,Modestine Dobell,mdobellf2@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,0.0
gdreigherf3,ubv88!$,Garvin Dreigher,gdreigherf3@edu.com,Portugal,No,Masculino,Soltero,No,Si,No,9.0
rpomroyf4,sku29,Rosanna Pomroy,rpomroyf4@edu.com,Portugal,No,Masculino,Soltero,No,Si,Si,3.0
fdonalsonf5,tev84U,Federica Donalson,fdonalsonf5@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
tupsalef6,iov25D`X,Travis Upsale,tupsalef6@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
amcavincheyf7,qnr92+,Annora McAvinchey,amcavincheyf7@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,0.0
gpraterf8,yzg46`#|hu,Gwendolyn Prater,gpraterf8@edu.com,Portugal,No,Masculino,Soltero,No,No,No,6.0
dfreemantlef9,tdc98K_c'{,Dorene Freemantle,dfreemantlef9@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
kfaughnanfa,rba26,Kayley Faughnan,kfaughnanfa@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
dsmalingfb,xra82/3ht,Delainey Smaling,dsmalingfb@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
pkrusefc,"uda61Ji,Jr",Paulie Kruse,pkrusefc@edu.com,Portugal,No,Masculino,Soltero,Si,No,No,4.0
rpinnegarfd,gtq12~|y,Riley Pinnegar,rpinnegarfd@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,9.0
msparkwillfe,hrz07,Mattias Sparkwill,msparkwillfe@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
cbwyff,soh08,Cale Bwy,cbwyff@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
rriordanfg,ixi65,Robb Riordan,rriordanfg@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
mheathfieldfh,ctp99c,Minni Heathfield,mheathfieldfh@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
jcumberbatchfi,xss93,Jay Cumberbatch,jcumberbatchfi@edu.com,Portugal,No,Masculino,Soltero,Si,No,Si,0.0
acollensfj,kpg09,Adora Collens,acollensfj@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
esimakfk,cpm70,Ethyl Simak,esimakfk@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
sdebowfl,wea81oA,Sargent Debow,sdebowfl@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
fturrifm,uwz09},Fionnula Turri,fturrifm@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
hladellfn,tnr70P,Helen Ladell,hladellfn@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
avarrowfo,ica07h4S,Amity Varrow,avarrowfo@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,3.0
slamballfp,zzi09z\OM,Sheridan Lamball,slamballfp@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
sattawellfq,uuu70,Stillman Attawell,sattawellfq@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
ksteljesfr,tgk44Ig%n,Knox Steljes,ksteljesfr@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
mschottlifs,ika153Bo>,Mollee Schottli,mschottlifs@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
rbosomworthft,iio72'j'T{,Raymond Bosomworth,rbosomworthft@edu.com,Portugal,No,Masculino,Soltero,No,No,No,6.0
cmattekfu,sjh49)pb&9,Caesar Mattek,cmattekfu@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
gchecchetellifv,oic2488,Glenn Checchetelli,gchecchetellifv@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,0.0
clangthornfw,mau294{F,Claudio Langthorn,clangthornfw@edu.com,Portugal,No,Masculino,Soltero,No,No,Si,4.0
csimeolifx,kds00jtdy,Consalve Simeoli,csimeolifx@edu.com,Portugal,No,Masculino,Soltero,No,No,No,0.0
pschimannfy,pcm126*Ec,Peg Schimann,pschimannfy@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
ccussinsfz,vjv54V,Collin Cussins,ccussinsfz@edu.com,Portugal,No,Masculino,Casado,No,No,Si,0.0
lfierrog0,sfy28,Lindi Fierro,lfierrog0@edu.com,Portugal,No,Masculino,Soltero,No,No,No,3.0
ljoseffg1,gao99d>c,Leopold Joseff,ljoseffg1@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
pnaccig2,ene99BQm7,Peggy Nacci,pnaccig2@edu.com,Portugal,No,Femenino,Casado,No,No,No,0.0
jmcentagartg3,qyh76E7,Jocelyne McEntagart,jmcentagartg3@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
abatyg4,dvu36XDT,Aubine Baty,abatyg4@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
wbarryg5,"hdt24_,C",Wallie Barry,wbarryg5@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hgreatbachg6,jkg587r5/,Helen-elizabeth Greatbach,hgreatbachg6@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
awivellg7,yvg73,Addie Wivell,awivellg7@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
ccoldtartg8,jtt910Uy,Carter Coldtart,ccoldtartg8@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
hreynerg9,"pth60uHJ""",Ham Reyner,hreynerg9@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,9.0
tstovesga,"tvv75""",Thomasina Stoves,tstovesga@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
hgurwoodgb,"nqa32rgK%""",Hatti Gurwood,hgurwoodgb@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
esawneygc,bdu15umg?,Emmett Sawney,esawneygc@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
awatersgd,wdf317,Augustine Waters,awatersgd@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
hmurrishge,mmm996W=E},Halimeda Murrish,hmurrishge@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mcastagnassogf,lso57,Marleen Castagnasso,mcastagnassogf@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
abutfieldgg,xnn947~vo,Alysia Butfield,abutfieldgg@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
nvakhrushevgh,ves19{,Noe Vakhrushev,nvakhrushevgh@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
idurbyngi,gyx82_w7g,Inez Durbyn,idurbyngi@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,6.0
ceslergj,iwr93x,Corissa Esler,ceslergj@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
clamlingk,vbh44+rV,Candra Lamlin,clamlingk@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,9.0
tfiddimangl,thc66ub,Tootsie Fiddiman,tfiddimangl@edu.com,Portugal,No,Femenino,Divorciado,Si,No,No,0.0
lpolgm,zke89,Loy Pol,lpolgm@edu.com,Portugal,Si,Femenino,Soltero,No,No,No,0.0
vclossgn,owg95,Vanessa Closs,vclossgn@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
hlevesquego,hqv30Z},Henderson Levesque,hlevesquego@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
bmintrimgp,qcq51,Burg Mintrim,bmintrimgp@edu.com,Portugal,No,Femenino,Soltero,Si,No,No,3.0
aeplategq,dxw50&+}.,Ardra Eplate,aeplategq@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
bflowittgr,"uup17""$P\j",Bonita Flowitt,bflowittgr@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
lmcewengs,nri79,Lyndy McEwen,lmcewengs@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
yrochgt,dup34EQlNN,Yorgos Roch,yrochgt@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
sclappertongu,zsl78Oo,Sheree Clapperton,sclappertongu@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
mmaltbygv,ivx055,Meggie Maltby,mmaltbygv@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
vsandisongw,"akk99,",Vivi Sandison,vsandisongw@edu.com,Portugal,No,Femenino,Soltero,No,No,No,7.0
breapegx,ycc12n,Basilio Reape,breapegx@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
bhallstonegy,dnx65ZpG,Beaufort Hallstone,bhallstonegy@edu.com,Portugal,No,Femenino,Soltero,Si,Si,Si,0.0
gpengilleygz,csq63,Godfrey Pengilley,gpengilleygz@edu.com,Portugal,No,Femenino,Casado,No,No,Si,0.0
bgorsh0,vyq53,Bertie Gors,bgorsh0@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
jhaydockh1,cfk52k.h,Jud Haydock,jhaydockh1@edu.com,Portugal,No,Femenino,Soltero,No,No,No,9.0
lmudgeh2,iog28,Lind Mudge,lmudgeh2@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,6.0
nnickollsh3,jas13t1g`,Noe Nickolls,nnickollsh3@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
fotterh4,vtb09o,Fletch Otter,fotterh4@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
jhuttonh5,okg74{GQ8P,Jamil Hutton,jhuttonh5@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
icarlillh6,yrv27ngn,Ignazio Carlill,icarlillh6@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
cminellih7,rhy52&T{,Constantia Minelli,cminellih7@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,8.0
ivasyaginh8,iat08UAra,Inger Vasyagin,ivasyaginh8@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
dgraemeh9,vvk18YW=c,Donielle Graeme,dgraemeh9@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
fswantonha,nhy27t,Faustina Swanton,fswantonha@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
vmclucashb,qfz869S|9,Vaughn McLucas,vmclucashb@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
ophoebehc,jmq05Sx,Opal Phoebe,ophoebehc@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,3.0
fmattackshd,zki955AS,Farah Mattacks,fmattackshd@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,2.0
rgoodwinhe,gkd356_inL,Rikki Goodwin,rgoodwinhe@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,9.0
shouldinhf,bxu100o)n,Sal Houldin,shouldinhf@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,6.0
lseidehg,gmw97H%/s%,Llywellyn Seide,lseidehg@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,6.0
ewalkingshawhh,uhy74%,Ermin Walkingshaw,ewalkingshawhh@edu.com,Portugal,Si,Femenino,Soltero,No,No,Si,0.0
nferrarottihi,smd19,Norah Ferrarotti,nferrarottihi@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
lweatherdonhj,"xnx335\""~",Libbie Weatherdon,lweatherdonhj@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
glanneyhk,zzr16iR'HB,Glynda Lanney,glanneyhk@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
bslocumhl,zky48`,Branden Slocum,bslocumhl@edu.com,Portugal,No,Femenino,Soltero,Si,Si,No,0.0
alupartohm,gqp92TO+M,Aidan Luparto,alupartohm@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,4.0
bchristophehn,"tto19$,cr""",Bogey Christophe,bchristophehn@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,3.0
seasthamho,dbg69v`pyc,Smitty Eastham,seasthamho@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,0.0
fshillaberhp,mzl939,Fergus Shillaber,fshillaberhp@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
wyakuntzovhq,hkh86~',Winnah Yakuntzov,wyakuntzovhq@edu.com,Portugal,No,Femenino,Soltero,No,No,No,4.0
bhastelowhr,mso11,Bert Hastelow,bhastelowhr@edu.com,Portugal,No,Femenino,Soltero,No,Si,No,7.0
mdrakeleyhs,uhd421K.<,Meg Drakeley,mdrakeleyhs@edu.com,Portugal,No,Femenino,Casado,Si,No,No,9.0
ttipladyht,ksk25Q@,Titus Tiplady,ttipladyht@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
bleatherlandhu,lel27%,Brice Leatherland,bleatherlandhu@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,3.0
bjindrahv,jld27kd32,Bordy Jindra,bjindrahv@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
spetherhw,gzt86WD,Sarene Pether,spetherhw@edu.com,Portugal,No,Femenino,Soltero,Si,No,Si,0.0
ttignerhx,heo62,Terencio Tigner,ttignerhx@edu.com,Portugal,No,Femenino,Soltero,No,Si,Si,0.0
cbyleshy,"sfk67,",Cesya Byles,cbyleshy@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
cfrantzenhz,mad92>R/,Case Frantzen,cfrantzenhz@edu.com,Portugal,No,Femenino,Casado,No,No,No,3.0
ddeguei0,vmu534&,Daveen Degue,ddeguei0@edu.com,Portugal,No,Femenino,Soltero,No,No,No,3.0
smccrofti1,hrp58,Sheri McCroft,smccrofti1@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
mtolumelloi2,gij72Bch,Merrili Tolumello,mtolumelloi2@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,0.0
abensusani3,mxy78#Nw*$,Alethea Bensusan,abensusani3@edu.com,Portugal,No,Femenino,Soltero,No,No,Si,4.0
durlingi4,oaz99@,Drucie Urling,durlingi4@edu.com,Portugal,No,Femenino,Soltero,No,No,No,0.0
