nombreCurso,grupo,profesor,nota,periodo,nombreEstudiante,correoEstudiante
Seminario de Ing. de Datos e IA,3,Neel Irlam,4.6,2021-3,Marinna Meran,mmeranns@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,4.6,2021-3,Hewie Rodolfi,hrodolfint@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,4.6,2021-3,Eadie Benting,ebentingnu@edu.com
Seminario de Ing. de Datos e IA,3,Neel Irlam,4.6,2021-3,Colas Lievesley,clievesleynv@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,0.2,2021-1,Kit Rawlingson,krawlingsonnw@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,0.2,2021-1,Lin Valens-Smith,lvalenssmithnx@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,0.2,2021-1,Edmund Batchley,ebatchleyny@edu.com
Formacion Ciudadana II: Sociedad y Estado,1,Violante Hartin,0.2,2021-1,Paulina Vallis,pvallisnz@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.3,2023-3,Rodd Binder,rbindero0@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.3,2023-3,Dawna Barbisch,dbarbischo1@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.3,2023-3,Imogene Suston,isustono2@edu.com
Formacion Ciudadana III: Paz y Convivencia,1,Tanitansy Dwine,2.3,2023-3,Mada Gorrick,mgorricko3@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,3.4,2023-1,Malia Woosnam,mwoosnamo4@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,3.4,2023-1,Evy Knappitt,eknappitto5@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,3.4,2023-1,Marybeth Pipe,mpipeo6@edu.com
Electiva Profesional 5,3,Glenn Pawlicki,3.4,2023-1,Amy Breedy,abreedyo7@edu.com
Electiva Libre I,2,Simeon Creser,3.4,2021-1,Zarah Ville,zvilleo8@edu.com
Electiva Libre I,2,Simeon Creser,3.4,2021-1,Harbert Fenkel,hfenkelo9@edu.com
Electiva Libre I,2,Simeon Creser,3.4,2021-1,Aaron Pead,apeadoa@edu.com
Electiva Libre I,2,Simeon Creser,3.4,2021-1,Millie Malan,mmalanob@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,2.6,2021-3,Evy Morrissey,emorrisseyoc@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,2.6,2021-3,Myriam Aldin,maldinod@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,2.6,2021-3,Irita Vinter,ivinteroe@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,3,Marisa Ellesmere,2.6,2021-3,Chrissy Garie,cgarieof@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.4,2022-3,Clerissa Cockitt,ccockittog@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.4,2022-3,Juli Perri,jperrioh@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.4,2022-3,Bertrand Hassall,bhassalloi@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,4.4,2022-3,Margaretha Newman,mnewmanoj@edu.com
Sistemas Operativos,3,Martin Coldman,2.2,2022-1,Ellary Quaif,equaifok@edu.com
Sistemas Operativos,3,Martin Coldman,2.2,2022-1,Maurita Faire,mfaireol@edu.com
Sistemas Operativos,3,Martin Coldman,2.2,2022-1,Jania Torbeck,jtorbeckom@edu.com
Sistemas Operativos,3,Martin Coldman,2.2,2022-1,Cherice Simecek,csimecekon@edu.com
Algebra lineal,3,Amby Smaile,0.3,2023-3,Corrinne Zannotti,czannottioo@edu.com
Algebra lineal,3,Amby Smaile,0.3,2023-3,Mellicent Candey,mcandeyop@edu.com
Algebra lineal,3,Amby Smaile,0.3,2023-3,Cecilius Trethewey,ctretheweyoq@edu.com
Algebra lineal,3,Amby Smaile,0.3,2023-3,Lindie Bess,lbessor@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,2.9,2023-1,Leonid Deverille,ldeverilleos@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,2.9,2023-1,Dianne Gautrey,dgautreyot@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,2.9,2023-1,Jerry Flanigan,jflaniganou@edu.com
Logica y Matematica Discreta,3,Conant Sumpner,2.9,2023-1,Josie Wilson,jwilsonov@edu.com
Seguridad de la Informacion,3,Fayette Laville,1.8,2023-3,Edwina Hodgon,ehodgonow@edu.com
Seguridad de la Informacion,3,Fayette Laville,1.8,2023-3,Elga Dellar,edellarox@edu.com
Seguridad de la Informacion,3,Fayette Laville,1.8,2023-3,Pablo Brandreth,pbrandrethoy@edu.com
Seguridad de la Informacion,3,Fayette Laville,1.8,2023-3,Halli Storrie,hstorrieoz@edu.com
Algebra lineal,2,Rudd Giff,3.0,2021-3,Ronny Faltin,rfaltinp0@edu.com
Algebra lineal,2,Rudd Giff,3.0,2021-3,Garold Aiton,gaitonp1@edu.com
Algebra lineal,2,Rudd Giff,3.0,2021-3,Tabbi Lanston,tlanstonp2@edu.com
Algebra lineal,2,Rudd Giff,3.0,2021-3,Datha Romayn,dromaynp3@edu.com
Transformacion y Carga),3,Elaina Baumler,2.5,2023-3,Ketty Fibbit,kfibbitp4@edu.com
Transformacion y Carga),3,Elaina Baumler,2.5,2023-3,Jim Topper,jtopperp5@edu.com
Transformacion y Carga),3,Elaina Baumler,2.5,2023-3,Ryun Mussotti,rmussottip6@edu.com
Transformacion y Carga),3,Elaina Baumler,2.5,2023-3,Suellen Southwell,ssouthwellp7@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.2,2021-1,Flossy Kahler,fkahlerp8@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.2,2021-1,Albertine Currum,acurrump9@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.2,2021-1,Christiano O'Mullally,comullallypa@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.2,2021-1,Ardath Goeff,agoeffpb@edu.com
Ingles 3,3,Phaedra Spatoni,4.0,2023-3,Sanson Scroyton,sscroytonpc@edu.com
Ingles 3,3,Phaedra Spatoni,4.0,2023-3,Maddie Savory,msavorypd@edu.com
Ingles 3,3,Phaedra Spatoni,4.0,2023-3,Velma McFarlane,vmcfarlanepe@edu.com
Ingles 3,3,Phaedra Spatoni,4.0,2023-3,Dasya Beauman,dbeaumanpf@edu.com
Electiva de  Ciencias Sociales,2,Illa McGunley,1.8,2023-3,Corby Peat,cpeatpg@edu.com
Electiva de  Ciencias Sociales,2,Illa McGunley,1.8,2023-3,Wendye Ryle,wryleph@edu.com
Electiva de  Ciencias Sociales,2,Illa McGunley,1.8,2023-3,Shawna Botten,sbottenpi@edu.com
Electiva de  Ciencias Sociales,2,Illa McGunley,1.8,2023-3,Millard Strachan,mstrachanpj@edu.com
Calculo 1,2,Cordula Dugget,0.8,2023-1,Caty MacAnellye,cmacanellyepk@edu.com
Calculo 1,2,Cordula Dugget,0.8,2023-1,Faythe Littrick,flittrickpl@edu.com
Calculo 1,2,Cordula Dugget,0.8,2023-1,Inna Abramof,iabramofpm@edu.com
Calculo 1,2,Cordula Dugget,0.8,2023-1,Dionisio Joul,djoulpn@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.5,2021-1,Ninette Molian,nmolianpo@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.5,2021-1,Regan Windley,rwindleypp@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.5,2021-1,Leeland Eede,leedepq@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,0.5,2021-1,Merill Bonnar,mbonnarpr@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-3,Tristan Paver,tpaverps@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-3,Jillene Spratling,jspratlingpt@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-3,Granville Kays,gkayspu@edu.com
Ingles 5,1,Reynold Wolstencroft,4.8,2023-3,Evelin Thundercliffe,ethundercliffepv@edu.com
Algebra lineal,3,Amby Smaile,2.3,2021-1,Carlie Lawrey,clawreypw@edu.com
Algebra lineal,3,Amby Smaile,2.3,2021-1,Bartram Wilbraham,bwilbrahampx@edu.com
Algebra lineal,3,Amby Smaile,2.3,2021-1,Kevon Eccleston,kecclestonpy@edu.com
Algebra lineal,3,Amby Smaile,2.3,2021-1,Dorene Dreamer,ddreamerpz@edu.com
Transformacion y Carga),3,Elaina Baumler,1.8,2021-1,Emili Wardington,ewardingtonq0@edu.com
Transformacion y Carga),3,Elaina Baumler,1.8,2021-1,Berry Carnew,bcarnewq1@edu.com
Transformacion y Carga),3,Elaina Baumler,1.8,2021-1,Venita Deppen,vdeppenq2@edu.com
Transformacion y Carga),3,Elaina Baumler,1.8,2021-1,Jemima Dorro,jdorroq3@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,3,Martin Coldman,3.4,2022-1,Waiter Dodswell,wdodswellq4@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,3,Martin Coldman,3.4,2022-1,Wandis Snowding,wsnowdingq5@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,3,Martin Coldman,3.4,2022-1,Guthrie Evans,gevansq6@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,3,Martin Coldman,3.4,2022-1,Stephenie Naris,snarisq7@edu.com
Calculo 2,2,Rina Gasnoll,4.7,2023-3,Stephenie Robichon,srobichonq8@edu.com
Calculo 2,2,Rina Gasnoll,4.7,2023-3,Emiline Drury,edruryq9@edu.com
Calculo 2,2,Rina Gasnoll,4.7,2023-3,Janot Rowling,jrowlingqa@edu.com
Calculo 2,2,Rina Gasnoll,4.7,2023-3,Hildegaard Giffen,hgiffenqb@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,1.4,2022-3,Solly Hoffner,shoffnerqc@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,1.4,2022-3,Nelson Sammut,nsammutqd@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,1.4,2022-3,Hector Garrish,hgarrishqe@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,1.4,2022-3,Ronny Stanton,rstantonqf@edu.com
Calculo 2,3,Germaine Nary,3.6,2021-1,Gates Cardenas,gcardenasqg@edu.com
Calculo 2,3,Germaine Nary,3.6,2021-1,Herbert Rodriguez,hrodriguezqh@edu.com
Calculo 2,3,Germaine Nary,3.6,2021-1,Lauritz Towers,ltowersqi@edu.com
Calculo 2,3,Germaine Nary,3.6,2021-1,Lesley Picard,lpicardqj@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,1.7,2022-3,Seymour Shearman,sshearmanqk@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,1.7,2022-3,Harcourt Letham,hlethamql@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,1.7,2022-3,Melony Torrecilla,mtorrecillaqm@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,1.7,2022-3,Camila Culshew,cculshewqn@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,2.3,2021-3,Gwenette McGrouther,gmcgroutherqo@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,2.3,2021-3,Bellanca Claughton,bclaughtonqp@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,2.3,2021-3,Romola Gunningham,rgunninghamqq@edu.com
Administracion para Ingenieros,2,Reynold Wolstencroft,2.3,2021-3,Benedick Farleigh,bfarleighqr@edu.com
Ingles 5,3,Christa Buck,3.3,2021-1,Dominica Smidmoor,dsmidmoorqs@edu.com
Ingles 5,3,Christa Buck,3.3,2021-1,Jania Truin,jtruinqt@edu.com
Ingles 5,3,Christa Buck,3.3,2021-1,Ivan Scrancher,iscrancherqu@edu.com
Ingles 5,3,Christa Buck,3.3,2021-1,Renate Lissandri,rlissandriqv@edu.com
Ingles 3,2,Nonna Nutton,3.4,2021-3,Belva Dumphries,bdumphriesqw@edu.com
Ingles 3,2,Nonna Nutton,3.4,2021-3,Chad Deighton,cdeightonqx@edu.com
Ingles 3,2,Nonna Nutton,3.4,2021-3,Tallou Hawkett,thawkettqy@edu.com
Ingles 3,2,Nonna Nutton,3.4,2021-3,Ronda Furzey,rfurzeyqz@edu.com
Ingles 4,3,Pen Withrop,1.8,2022-1,Freddie Polak,fpolakr0@edu.com
Ingles 4,3,Pen Withrop,1.8,2022-1,Marijn Masden,mmasdenr1@edu.com
Ingles 4,3,Pen Withrop,1.8,2022-1,Stefanie Folbigg,sfolbiggr2@edu.com
Ingles 4,3,Pen Withrop,1.8,2022-1,Jared Thoma,jthomar3@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,0.0,2023-3,Meggy Armfirld,marmfirldr4@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,0.0,2023-3,Leonelle Maskrey,lmaskreyr5@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,0.0,2023-3,Amos Everex,aeverexr6@edu.com
Electiva de  Ciencias Sociales,3,Neron de Wilde,0.0,2023-3,Rhys Ridout,rridoutr7@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,2.9,2022-1,Ilaire Febre,ifebrer8@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,2.9,2022-1,Gib Dallinder,gdallinderr9@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,2.9,2022-1,Aaren Give,agivera@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,2,Chet Keam,2.9,2022-1,Earlie Batrim,ebatrimrb@edu.com
Calculo 1,1,Alexandre Alvy,3.8,2022-1,Malissia Monkeman,mmonkemanrc@edu.com
Calculo 1,1,Alexandre Alvy,3.8,2022-1,Susie Thomassin,sthomassinrd@edu.com
Calculo 1,1,Alexandre Alvy,3.8,2022-1,Jens Kitto,jkittore@edu.com
Calculo 1,1,Alexandre Alvy,3.8,2022-1,Willis Margerison,wmargerisonrf@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,2.2,2022-1,Kiersten Tambling,ktamblingrg@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,2.2,2022-1,Pearle Gadman,pgadmanrh@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,2.2,2022-1,Ramona Oldershaw,roldershawri@edu.com
Matematicas Fundamentales,1,Caldwell Brydon,2.2,2022-1,Sherilyn Scartifield,sscartifieldrj@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.5,2021-3,Phelia Rathke,prathkerk@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.5,2021-3,Grier Prantl,gprantlrl@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.5,2021-3,Bree Cavolini,bcavolinirm@edu.com
Estadistica y Probabilidad I,1,Sibeal Thunnercliffe,2.5,2021-3,Misty Ahrens,mahrensrn@edu.com
Inteligencia Artificial,1,Simeon Creser,0.6,2022-1,Burl Tregea,btregearo@edu.com
Inteligencia Artificial,1,Simeon Creser,0.6,2022-1,Kathlin Kemp,kkemprp@edu.com
Inteligencia Artificial,1,Simeon Creser,0.6,2022-1,Marylee Peart,mpeartrq@edu.com
Inteligencia Artificial,1,Simeon Creser,0.6,2022-1,Mikaela Massei,mmasseirr@edu.com
Electiva profesional 4,2,Karisa Upshall,1.9,2022-1,Moss Combe,mcombe0@edu.com
Electiva profesional 4,2,Karisa Upshall,1.9,2022-1,Mufinella Hainey,mhainey1@edu.com
Electiva profesional 4,2,Karisa Upshall,1.9,2022-1,Jeanine Busfield,jbusfield2@edu.com
Electiva profesional 4,2,Karisa Upshall,1.9,2022-1,Ody Rigge,origge3@edu.com
Electiva Profesional 3,1,Christy Brodeau,3.7,2023-1,Lorinda Smee,lsmee4@edu.com
Electiva Profesional 3,1,Christy Brodeau,3.7,2023-1,Melvyn Floyd,mfloyd5@edu.com
Electiva Profesional 3,1,Christy Brodeau,3.7,2023-1,Preston Tarbet,ptarbet6@edu.com
Electiva Profesional 3,1,Christy Brodeau,3.7,2023-1,Wilburt Aggiss,waggiss7@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,2.5,2022-3,Karlotte Gilburt,kgilburt8@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,2.5,2022-3,Way Whetnell,wwhetnell9@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,2.5,2022-3,Titos Rontsch,trontscha@edu.com
Estadistica y Probabilidad II,2,Gib Peachman,2.5,2022-3,Marrissa Finker,mfinkerb@edu.com
Ingles 2,1,Rudd Giff,1.8,2023-3,Stacee O'Hallihane,sohallihanec@edu.com
Ingles 2,1,Rudd Giff,1.8,2023-3,Vi Lasselle,vlasselled@edu.com
Ingles 2,1,Rudd Giff,1.8,2023-3,Vonny McReedy,vmcreedye@edu.com
Ingles 2,1,Rudd Giff,1.8,2023-3,Sally Turl,sturlf@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,0.5,2023-3,Zollie Colomb,zcolombg@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,0.5,2023-3,Basile Riby,bribyh@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,0.5,2023-3,Elwood Thirlwell,ethirlwelli@edu.com
Electiva Profesional 2,2,Sharona Di Nisco,0.5,2023-3,Reinald Michell,rmichellj@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.6,2023-3,Alasteir Manuelli,amanuellik@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.6,2023-3,Wren By,wbyl@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.6,2023-3,Bryna Kleinerman,bkleinermanm@edu.com
Electiva de Lectura y Escritura,3,Nickie Gianasi,0.6,2023-3,Oriana Jorio,ojorion@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,1.0,2023-3,Perle Klimpt,pklimpto@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,1.0,2023-3,Evered Carus,ecarusp@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,1.0,2023-3,Minette Autin,mautinq@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,1.0,2023-3,Andra Milazzo,amilazzor@edu.com
Ingles 1,3,Johan Learmond,3.3,2021-3,Janella Collelton,jcolleltons@edu.com
Ingles 1,3,Johan Learmond,3.3,2021-3,Verena Parmby,vparmbyt@edu.com
Ingles 1,3,Johan Learmond,3.3,2021-3,Hestia Durran,hdurranu@edu.com
Ingles 1,3,Johan Learmond,3.3,2021-3,Erika Delucia,edeluciav@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,1.2,2022-3,Thatch Giovanni,tgiovanniw@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,1.2,2022-3,Cornelia Southeran,csoutheranx@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,1.2,2022-3,Kat Wasielewicz,kwasielewiczy@edu.com
Electiva de  Ciencias Sociales,1,Marthena Bearman,1.2,2022-3,Farley Ferrettino,fferrettinoz@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,3.3,2023-3,Abbie Jarrel,ajarrel10@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,3.3,2023-3,Yoko Brummell,ybrummell11@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,3.3,2023-3,Lin Nassie,lnassie12@edu.com
Introduccion a la Ingenieria de Datos e Inteligencia Artificial,1,Bernetta Bentinck,3.3,2023-3,Tremayne Ketchell,tketchell13@edu.com
Ingenieria y Sostenibilidad,2,Genevieve Reijmers,3.9,2022-1,Mycah Valentino,mvalentino14@edu.com
Ingenieria y Sostenibilidad,2,Genevieve Reijmers,3.9,2022-1,Raymund Brookton,rbrookton15@edu.com
Ingenieria y Sostenibilidad,2,Genevieve Reijmers,3.9,2022-1,Lorrin Yetts,lyetts16@edu.com
Ingenieria y Sostenibilidad,2,Genevieve Reijmers,3.9,2022-1,Nealon Jonah,njonah17@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,0.2,2021-3,Adelaida Cumber,acumber18@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,0.2,2021-3,Kitti Gillfillan,kgillfillan19@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,0.2,2021-3,Carmelita Franzen,cfranzen1a@edu.com
Electiva Profesional 1,2,Jaquelyn Vayro,0.2,2021-3,Dyna Dabney,ddabney1b@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,4.1,2022-3,Eal Santoro,esantoro1c@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,4.1,2022-3,Jeanna Kenealy,jkenealy1d@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,4.1,2022-3,Clywd Jory,cjory1e@edu.com
Estadistica y Probabilidad I,2,Sabra Ethersey,4.1,2022-3,Corabel Stapele,cstapele1f@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,1.4,2021-1,Leontyne Leyes,lleyes1g@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,1.4,2021-1,Robbyn Shewery,rshewery1h@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,1.4,2021-1,Katrina Couchman,kcouchman1i@edu.com
Electiva de Lectura y Escritura,1,Gawen Ostick,1.4,2021-1,Abbot Dillway,adillway1j@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Collen Stollery,cstollery1k@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Adelbert Lansley,alansley1l@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Aleda Parysowna,aparysowna1m@edu.com
Electiva Profesional 5,1,Carmel Chappelow,3.5,2022-1,Anton Murton,amurton1n@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.3,2023-3,Lewie Obell,lobell1o@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.3,2023-3,Hilarius Yerbury,hyerbury1p@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.3,2023-3,Ced Burnapp,cburnapp1q@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,2,Jerrome Chafer,1.3,2023-3,Patten Brodnecke,pbrodnecke1r@edu.com
Formacion Ciudadana II: Sociedad y Estado,3,Hobey Karlowicz,4.6,2021-1,Bradley Bugs,bbugs1s@edu.com
Formacion Ciudadana II: Sociedad y Estado,3,Hobey Karlowicz,4.6,2021-1,Petr Alltimes,palltimes1t@edu.com
Formacion Ciudadana II: Sociedad y Estado,3,Hobey Karlowicz,4.6,2021-1,Bryanty Twinbrow,btwinbrow1u@edu.com
Formacion Ciudadana II: Sociedad y Estado,3,Hobey Karlowicz,4.6,2021-1,Olympia Harbottle,oharbottle1v@edu.com
Electiva Libre I,1,Sibeal Thunnercliffe,2.5,2023-3,Leontyne Grief,lgrief1w@edu.com
Electiva Libre I,1,Sibeal Thunnercliffe,2.5,2023-3,Rodina Axston,raxston1x@edu.com
Electiva Libre I,1,Sibeal Thunnercliffe,2.5,2023-3,Erna Corstan,ecorstan1y@edu.com
Electiva Libre I,1,Sibeal Thunnercliffe,2.5,2023-3,Anna-diane Garoghan,agaroghan1z@edu.com
Electiva profesional 4,2,Karisa Upshall,3.3,2022-1,Tristan Gounel,tgounel20@edu.com
Electiva profesional 4,2,Karisa Upshall,3.3,2022-1,Jeniffer Priditt,jpriditt21@edu.com
Electiva profesional 4,2,Karisa Upshall,3.3,2022-1,Billie Pettigrew,bpettigrew22@edu.com
Electiva profesional 4,2,Karisa Upshall,3.3,2022-1,Kimball Alman,kalman23@edu.com
Programacion,3,Kissee Giovani,4.6,2022-1,Simonne Kobsch,skobsch24@edu.com
Programacion,3,Kissee Giovani,4.6,2022-1,Courtenay Deavall,cdeavall25@edu.com
Programacion,3,Kissee Giovani,4.6,2022-1,Corrie Leaning,cleaning26@edu.com
Programacion,3,Kissee Giovani,4.6,2022-1,Lillis Pawlick,lpawlick27@edu.com
Ingles 3,3,Phaedra Spatoni,2.4,2023-1,Marc Nystrom,mnystrom28@edu.com
Ingles 3,3,Phaedra Spatoni,2.4,2023-1,Costa Vasiliev,cvasiliev29@edu.com
Ingles 3,3,Phaedra Spatoni,2.4,2023-1,Rayner Vignal,rvignal2a@edu.com
Ingles 3,3,Phaedra Spatoni,2.4,2023-1,Juliane Piser,jpiser2b@edu.com
Programacion,2,Brande Doonican,4.5,2022-3,Karney Crummie,kcrummie2c@edu.com
Programacion,2,Brande Doonican,4.5,2022-3,Llewellyn Chesterfield,lchesterfield2d@edu.com
Programacion,2,Brande Doonican,4.5,2022-3,Pail Ruler,pruler2e@edu.com
Programacion,2,Brande Doonican,4.5,2022-3,Ertha Beedham,ebeedham2f@edu.com
Almacenamiento de datos,3,Carita Grandin,2.3,2022-3,Stern Youde,syoude2g@edu.com
Almacenamiento de datos,3,Carita Grandin,2.3,2022-3,Vern Corro,vcorro2h@edu.com
Almacenamiento de datos,3,Carita Grandin,2.3,2022-3,Hedy Blogg,hblogg2i@edu.com
Almacenamiento de datos,3,Carita Grandin,2.3,2022-3,Arnaldo Daverin,adaverin2j@edu.com
Calculo 2,1,Norrie Yarrington,1.0,2023-3,Glenn Rodwell,grodwell2k@edu.com
Calculo 2,1,Norrie Yarrington,1.0,2023-3,Lindsay Middlewick,lmiddlewick2l@edu.com
Calculo 2,1,Norrie Yarrington,1.0,2023-3,Stephenie Fidge,sfidge2m@edu.com
Calculo 2,1,Norrie Yarrington,1.0,2023-3,Kalle Piell,kpiell2n@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.1,2022-3,Gregoor Ruzicka,gruzicka2o@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.1,2022-3,Norris Moyler,nmoyler2p@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.1,2022-3,Karrah Gaffey,kgaffey2q@edu.com
Innovacion y Emprendimiento,1,Florance Simoens,2.1,2022-3,Vannie Lorence,vlorence2r@edu.com
Almacenamiento de datos,1,Smith Cupitt,3.7,2023-3,Ulises Alexis,ualexis2s@edu.com
Almacenamiento de datos,1,Smith Cupitt,3.7,2023-3,Tessa Deveraux,tdeveraux2t@edu.com
Almacenamiento de datos,1,Smith Cupitt,3.7,2023-3,Maryanne Atyea,matyea2u@edu.com
Almacenamiento de datos,1,Smith Cupitt,3.7,2023-3,Gwenora Latore,glatore2v@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,1,Fayette Laville,0.5,2023-3,Alberta Frankis,afrankis2w@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,1,Fayette Laville,0.5,2023-3,Tresa Halbard,thalbard2x@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,1,Fayette Laville,0.5,2023-3,Isidor Whitear,iwhitear2y@edu.com
Formacion Ciudadana I : Identidades y Pluralismo,1,Fayette Laville,0.5,2023-3,Artus Megroff,amegroff2z@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.3,2023-1,Angel Willarton,awillarton30@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.3,2023-1,Nina Wooller,nwooller31@edu.com
Estadistica y Probabilidad II,1,Florina Sandlin,0.3,2023-1,Twyla Colisbe,tcolisbe32@edu.com
